AcademicYear,Institution,Student Type,DemographicGroup,DemographicValue,DemographicSubgroup,DemographicSubgroupValue,AvgTTD,MedTTD,Number of Degrees
2007-08,Eastern Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Male,2.74,2.75,134
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,None,All,2.57,2.5,695
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Hispanic,2.62,2.58,50
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Unknown,2.32,2.17,128
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,White,2.63,2.58,463
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Female,2.48,2.42,383
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Male,2.67,2.5,312
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,2.62,2.5,457
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Received WA College Grant,2.47,2.42,238
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Took Pre-College Course,None,All,3.21,2.92,19
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Took Pre-College Course,Sex,Female,3.25,2.92,11
2007-08,Eastern Washington University,All Transfers,Pre-College Course Taking,Took Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,3.19,3.42,13
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,None,All,2.49,2.5,27
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Hispanic,None,All,2.64,2.75,51
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Hispanic,Sex,Female,2.54,2.58,33
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Did Not Receive WA College Grant,2.65,2.5,31
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Received WA College Grant,2.63,2.75,20
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Unknown,None,All,2.34,2.17,130
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Unknown,Sex,Female,2.29,2,61
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Unknown,Sex,Male,2.39,2.25,69
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.37,2.17,91
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,White,None,All,2.64,2.58,473
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,White,Sex,Female,2.53,2.5,267
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,White,Sex,Male,2.78,2.75,206
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Did Not Receive WA College Grant,2.7,2.58,311
2007-08,Eastern Washington University,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Received WA College Grant,2.53,2.58,162
2007-08,Eastern Washington University,All Transfers,Residency,Non-Residents,None,All,2.58,2.5,75
2007-08,Eastern Washington University,All Transfers,Residency,Non-Residents,Race/Ethnicity,White,2.6,2.75,39
2007-08,Eastern Washington University,All Transfers,Residency,Non-Residents,Sex,Female,2.41,2.5,44
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,None,All,2.59,2.5,639
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.44,2.25,24
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Hispanic,2.61,2.75,47
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Unknown,2.32,2.25,103
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,White,2.64,2.58,434
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,Sex,Female,2.52,2.42,350
2007-08,Eastern Washington University,All Transfers,Residency,WA Residents,Sex,Male,2.67,2.5,289
2007-08,Eastern Washington University,All Transfers,Sex,Female,None,All,2.51,2.42,394
2007-08,Eastern Washington University,All Transfers,Sex,Female,Race/Ethnicity,Hispanic,2.54,2.58,33
2007-08,Eastern Washington University,All Transfers,Sex,Female,Race/Ethnicity,Unknown,2.29,2,61
2007-08,Eastern Washington University,All Transfers,Sex,Female,Race/Ethnicity,White,2.53,2.5,267
2007-08,Eastern Washington University,All Transfers,Sex,Female,Washington College Grant Status,Did Not Receive WA College Grant,2.56,2.5,245
2007-08,Eastern Washington University,All Transfers,Sex,Female,Washington College Grant Status,Received WA College Grant,2.42,2.42,149
2007-08,Eastern Washington University,All Transfers,Sex,Male,None,All,2.69,2.5,320
2007-08,Eastern Washington University,All Transfers,Sex,Male,Race/Ethnicity,Unknown,2.39,2.25,69
2007-08,Eastern Washington University,All Transfers,Sex,Male,Race/Ethnicity,White,2.78,2.75,206
2007-08,Eastern Washington University,All Transfers,Sex,Male,Washington College Grant Status,Did Not Receive WA College Grant,2.72,2.5,225
2007-08,Eastern Washington University,All Transfers,Sex,Male,Washington College Grant Status,Received WA College Grant,2.6,2.75,95
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,None,All,2.49,2.42,496
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Hispanic,2.58,2.75,29
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Unknown,2.26,2,96
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,White,2.53,2.42,326
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Female,2.46,2.42,287
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Male,2.54,2.42,209
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.51,2.42,331
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Received WA College Grant,2.46,2.42,165
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,None,All,2.8,2.75,218
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Unknown,2.58,2.5,34
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,White,2.87,2.75,147
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Sex,Female,2.63,2.75,107
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Sex,Male,2.96,2.75,111
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.93,2.75,139
2007-08,Eastern Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Received WA College Grant,2.56,2.75,79
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,None,All,2.58,2.5,681
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.52,2.5,26
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Hispanic,2.65,2.75,49
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Unknown,2.31,2.17,121
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,White,2.64,2.58,457
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Sex,Female,2.5,2.42,389
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Sex,Male,2.68,2.58,292
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.63,2.5,442
2007-08,Eastern Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Received WA College Grant,2.49,2.5,239
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,None,All,2.64,2.5,470
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Hispanic,2.65,2.5,31
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Unknown,2.37,2.17,91
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,White,2.7,2.58,311
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Female,2.56,2.5,245
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Male,2.72,2.5,225
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,None,All,2.49,2.5,244
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Hispanic,2.63,2.75,20
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,White,2.53,2.58,162
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Sex,Female,2.42,2.42,149
2007-08,Eastern Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Sex,Male,2.6,2.75,95
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,None,All,4.13,3.92,498
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.27,3.92,21
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Hispanic,4.15,3.92,41
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Unknown,4.04,4.5,49
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Race/Ethnicity,White,4.12,3.92,371
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Sex,Female,4.13,3.92,320
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Sex,Male,4.13,3.92,178
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Washington College Grant Status,Did Not Receive WA College Grant,4.18,3.92,400
2007-08,Eastern Washington University,Direct from High School,Age,<= 24 years old,Washington College Grant Status,Received WA College Grant,3.92,3.92,98
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,None,All,4.13,3.92,502
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.27,3.92,21
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Hispanic,4.15,3.92,41
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Unknown,4.04,4.5,49
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,White,4.13,3.92,375
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Sex,Female,4.13,3.92,318
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Sex,Male,4.14,3.92,184
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Washington College Grant Status,Did Not Receive WA College Grant,4.18,4.17,401
2007-08,Eastern Washington University,Direct from High School,FT/PT Status,Full-Time,Washington College Grant Status,Received WA College Grant,3.94,3.92,101
2007-08,Eastern Washington University,Direct from High School,None (All Students),All,None,All,4.13,3.92,506
2007-08,Eastern Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,None,All,4.13,3.92,398
2007-08,Eastern Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Hispanic,3.89,3.75,21
2007-08,Eastern Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Unknown,4.06,4.5,43
